super_area,latitude,longitude,super_area_name
D03456,52.47607770408674,7.019804365720912,Grafschaft Bentheim
D03457,53.56525035158529,6.723598972340537,Leer
D03458,52.9880614478811,8.389356373079499,Oldenburg
D03459,52.38158751785463,8.045174339156723,Osnabrueck
D03460,52.66026363163909,8.223130561537946,Vechta
D03461,53.35876084905828,8.388103079077919,Wesermarsch
D03462,53.728467350166596,7.5437256093878275,Wittmund
D04011,53.11898966756104,8.780776936157645,Bremen
D04012,53.56407335345306,8.531767717804406,Bremerhaven
D05111,51.23549451158393,6.8101825967888265,Duesseldorf
D05112,51.43959184193065,6.734780102902472,Duisburg
D05113,51.43384556191518,7.01719287928979,Essen
D05114,51.345226673364365,6.57960985822836,Krefeld
D05116,51.16721255506671,6.411965571160875,Moenchengladbach
D05117,51.41378151187135,6.878461247447372,Muelheim an der Ruhr
D05119,51.513128002038606,6.847115671951113,Oberhausen
D05120,51.18268734708929,7.22433089945183,Remscheid
D05122,51.1623070521816,7.066289539536713,Solingen
D05124,51.250606994091136,7.168951281846812,Wuppertal
D05154,51.65243869160969,6.258801364367195,Kleve
D05158,51.25706555093392,6.969128930048674,Mettmann
D05162,51.143575831634216,6.649333959652228,Rhein-Kreis Neuss
D05166,51.282814381692816,6.325935684212648,Viersen
D05170,51.627042488809,6.618511271546466,Wesel
D05314,50.70573211652061,7.109787360642072,Bonn
D05315,50.945666381309785,6.9732269646794975,Koeln
D05316,51.0531080987893,7.0154009924174145,Leverkusen
D05334,50.728010463574726,6.216821671637068,Aachen
D05358,50.81787200041562,6.4457231469403755,Dueren
D05362,50.90491952137689,6.716477448316621,Rhein-Erft-Kreis
D05366,50.53645979578065,6.644160668550776,Euskirchen
D05370,51.049373049310596,6.164162682554853,Heinsberg
D05374,51.01271805713418,7.516682159675815,Oberbergischer Kreis
D05378,51.0229108127444,7.194988461809045,Rheinisch-Bergischer Kreis
D05382,50.760647280646964,7.234581637693203,Rhein-Sieg-Kreis
D05512,51.571589022202886,6.920244420791621,Bottrop
D05513,51.55398125545038,7.071300887111679,Gelsenkirchen
D05515,51.95436844252714,7.623639496487645,Muenster
D05554,51.961392337892846,6.899611992194463,Borken
D05558,51.86679916451891,7.366073674254116,Coesfeld
D05562,51.6724208837126,7.15930895487031,Recklinghausen
D05566,52.21152661970196,7.579400662109624,Steinfurt
D05570,51.870308105372935,7.9582893697745885,Warendorf
D05711,52.01097342295767,8.54062503075198,Bielefeld
D05754,51.931727394836685,8.351343335202372,Guetersloh
D05758,52.167483506583565,8.644065282570129,Herford
D05762,51.68494838304257,9.178061917079885,Hoexter
D05766,51.98139874690037,8.950812281929457,Lippe
D05770,52.35245671999901,8.739297726710122,Minden-Luebbecke
D05774,51.664164684077406,8.719439303268725,Paderborn
D05911,51.46995504208163,7.224981843463082,Bochum
D05913,51.51619373522674,7.47491885683112,Dortmund
D05914,51.34817274248691,7.49763023918739,Hagen
D05915,51.665211114220924,7.823542375594362,Hamm
D05916,51.53749203921596,7.208648325460487,Herne
D05954,51.346844215139726,7.324022614307675,Ennepe-Ruhr-Kreis
D05958,51.30680054360198,8.385030528707526,Hochsauerlandkreis
D05962,51.26263545518569,7.713080273376724,Maerkischer Kreis
D05966,51.08614494154657,7.976483661889435,Olpe
D05970,50.93771506829657,8.195120759151111,Siegen-Wittgenstein
D05974,51.564424892804645,8.217348999839395,Soest
D05978,51.57853525713829,7.636660924790193,Unna
D06411,49.881572422060394,8.664752763378338,Darmstadt
D06412,50.117948106799666,8.644191492243756,Frankfurt am Main
D06413,50.09105482173876,8.78096796521687,Offenbach am Main
D06414,50.07915105865815,8.26036457313525,Wiesbaden
D06431,49.61768936047898,8.660105906488885,Bergstrasse
D06432,49.855524654643055,8.795405382834389,Darmstadt-Dieburg
D06433,49.90449323947604,8.470220488244124,Gross-Gerau
D06434,50.28163748028111,8.504638136865971,Hochtaunuskreis
D06435,50.243869361101616,9.28622792887322,Main-Kinzig-Kreis
D06436,50.102578930812314,8.434571274163199,Main-Taunus-Kreis
D06437,49.671584543107215,8.979519735273149,Odenwaldkreis
D06438,50.021740988828284,8.811555126516387,Offenbach
D06439,50.1419664207479,8.081131772306756,Rheingau-Taunus-Kreis
D06440,50.354783384727966,8.907670243998094,Wetteraukreis
D06531,50.57028379128179,8.807517661771337,Giessen
D06532,50.64827568694504,8.365323952901177,Lahn-Dill-Kreis
D06533,50.42745964997953,8.199426928716225,Limburg-Weilburg
D06534,50.83685836803615,8.738069977376076,Marburg-Biedenkopf
D06535,50.63813627795341,9.271386764802251,Vogelsbergkreis
D06611,51.31149526385082,9.460352958104426,Kassel
D06631,50.56392394648506,9.759211107603118,Fulda
D06632,50.906176626242626,9.752935824441227,Hersfeld-Rotenburg
D06633,51.401297780963965,9.406992832661807,Kassel
D06634,51.023784118212795,9.373673446973832,Schwalm-Eder-Kreis
D06635,51.1907128796424,8.888833846416508,Waldeck-Frankenberg
D06636,51.19074376783429,9.928988458987602,Werra-Meissner-Kreis
D07111,50.3485142697295,7.579551284237514,Koblenz
D07131,50.467584856733296,7.044971170594485,Ahrweiler
D07132,50.75074905307814,7.744113389320465,Altenkirchen (Westerwald)
D07133,49.824824121653506,7.686665484523997,Bad Kreuznach
D07134,49.71254398189214,7.277647037077558,Birkenfeld
D07135,50.13206176249293,7.18103519950394,Cochem-Zell
D07137,50.33161619464103,7.332140190452824,Mayen-Koblenz
D07138,50.55769919973209,7.468997102157115,Neuwied
D07140,50.042312332624704,7.504375718865062,Rhein-Hunsrueck-Kreis
D07141,50.26328105276863,7.84271060870041,Rhein-Lahn-Kreis
D07143,50.55234935011578,7.865681381907343,Westerwaldkreis
D07211,49.762937022517434,6.655074483640723,Trier
D07231,49.92377401744358,6.966781442138583,Bernkastel-Wittlich
D07232,50.062305529504854,6.410394041852978,Eifelkreis Bitburg-Pruem
D07233,50.2383362170916,6.748652935267775,Vulkaneifel
D07235,49.69536791188929,6.693214338449124,Trier-Saarburg
D07311,49.533063933260095,8.356883486659187,Frankenthal (Pfalz)
D07312,49.43288697038189,7.7606997825001915,Kaiserslautern
D07313,49.22448979466512,8.050608307457322,Landau in der Pfalz
D07314,49.48207755687592,8.396846735184004,Ludwigshafen am Rhein
D07315,49.97418633751389,8.241497125821839,Mainz
D07316,49.341878600619424,8.152273054337389,Neustadt an der Weinstrasse
D07317,49.197127238169315,7.594362555927808,Pirmasens
D07318,49.329742244960784,8.435049469078308,Speyer
D07319,49.649427512592595,8.324512285156112,Worms
D07320,49.24815975672036,7.365371077679208,Zweibruecken
D07331,49.7594526688342,8.157223085090422,Alzey-Worms
D07332,49.453021968581155,8.110284437664763,Bad Duerkheim
D07333,49.632003493166636,7.9150334948159715,Donnersbergkreis
D07334,49.11590801953787,8.246185818315956,Germersheim
D07335,49.446257017462024,7.6848919790649655,Kaiserslautern
D07336,49.549842404173106,7.471328436347028,Kusel
D07337,49.1903808059265,8.04807872930193,Suedliche Weinstrasse
D07338,49.41665182154787,8.360662017998191,Rhein-Pfalz-Kreis
D07339,49.9220162371511,8.079637166959145,Mainz-Bingen
D07340,49.208285693439045,7.658850565263081,Suedwestpfalz
D08111,48.7745439858893,9.17207372377653,Stuttgart
D08115,48.67814096617596,8.942710741901788,Boeblingen
D08116,48.64801599402983,9.36913832467742,Esslingen
D08117,48.663153678923074,9.717484693804996,Goeppingen
D08118,48.94059729185759,9.124341890255836,Ludwigsburg
D08119,48.899018977382575,9.50123145940482,Rems-Murr-Kreis
D08121,49.15271126582146,9.18234129681016,Heilbronn
D08125,49.17719394412204,9.1907711266883,Heilbronn
D08126,49.27151667699685,9.614147696071251,Hohenlohekreis
D08127,49.144444031592855,9.908975398299116,Schwaebisch Hall
D08128,49.56068893613025,9.725116704174884,Main-Tauber-Kreis
D08135,48.66231151187274,10.182133282151158,Heidenheim
D08136,48.87751257145768,10.090166620752504,Ostalbkreis
D08211,48.748503793330066,8.23177667339965,Baden-Baden
D08212,49.011353143555716,8.412707605335678,Karlsruhe
D08215,49.0818956870752,8.56279698398791,Karlsruhe
D08216,48.761802476491596,8.241414785295483,Rastatt
D08221,49.4055135363659,8.694181480733615,Heidelberg
D08222,49.49939021311329,8.500366399675666,Mannheim
D08225,49.46660582497089,9.280152795283096,Neckar-Odenwald-Kreis
D08226,49.368456577612896,8.767105571279929,Rhein-Neckar-Kreis
D08231,48.87641749689538,8.712881750419022,Pforzheim
D08235,48.67894527306594,8.635861145435213,Calw
D08236,48.91448189971828,8.736987738399153,Enzkreis
D08237,48.47439141040225,8.465305787067479,Freudenstadt
D08311,47.99256766609973,7.818128089417702,Freiburg im Breisgau
D08315,47.92488353929038,7.924932879435233,Breisgau-Hochschwarzwald
D08316,48.14850351209053,7.897560825339554,Emmendingen
D08317,48.42097429165311,8.016192530110255,Ortenaukreis
D08325,48.25419116370296,8.532330245105262,Rottweil
D08326,48.01912225895157,8.410952193051598,Schwarzwald-Baar-Kreis
D08327,48.01122235851536,8.794102479333118,Tuttlingen
D08335,47.79825654393724,8.910130126623523,Konstanz
D08336,47.70349973901291,7.774042571872911,Loerrach
D08337,47.69712787061451,8.218866203814125,Waldshut
D08415,48.4064611538459,9.365755520841569,Reutlingen
D08416,48.48169990731304,8.987757124153399,Tuebingen
D08417,48.267243818954064,8.937424231930065,Zollernalbkreis
D08421,48.39085659973823,9.950022883612805,Ulm
D08425,48.40170188599302,9.827475070748763,Alb-Donau-Kreis
D08426,48.10756868082597,9.77423438038602,Biberach
D08435,47.73345752812002,9.400824143076736,Bodenseekreis
D08436,47.82505528544716,9.779917300505282,Ravensburg
D08437,48.03914948775378,9.240987702956877,Sigmaringen
D09161,48.75510767444006,11.39500676462366,Ingolstadt
D09162,48.15320324310546,11.547254536111838,Muenchen
D09163,47.84438632151782,12.108726511050978,Rosenheim
D09171,48.20978372747989,12.705278038011118,Altoetting
D09172,47.6984498403887,12.901857795425045,Berchtesgadener Land
D09173,47.72743918988026,11.483110872963929,Bad Toelz-Wolfratshausen
D09174,48.334554369146865,11.357123475646155,Dachau
D09175,48.0761709583667,11.913182014959302,Ebersberg
D09176,48.89809049613912,11.370368453356145,Eichstaett
D09177,48.30039665028138,12.000624408331525,Erding
D09178,48.447340237474286,11.74066432961405,Freising
D09179,48.18779496238696,11.20111362802397,Fuerstenfeldbruck
D09180,47.5563422750981,11.129674508679091,Garmisch-Partenkirchen
D09181,48.02441892298365,10.948708202016013,Landsberg am Lech
D09182,47.74162319602067,11.808977718329556,Miesbach
D09183,48.23931739663127,12.381828726922514,Muehldorf a. Inn
D09184,48.074432702662385,11.631386060596432,Muenchen
D09185,48.66441138230875,11.19722996264609,Neuburg-Schrobenhausen
D09186,48.59615867697998,11.52415288290753,Pfaffenhofen a.d. Ilm
D09187,47.87839758586953,12.162758649373856,Rosenheim
D09188,48.006044156961025,11.281732343231358,Starnberg
D09189,47.894526207029344,12.579554765866918,Traunstein
D09190,47.78751232626364,11.048328911212462,Weilheim-Schongau
D09261,48.544677472097966,12.159500128835802,Landshut
D09262,48.582107773458425,13.415093441461568,Passau
D09263,48.880759162273996,12.573452895290053,Straubing
D09271,48.77871565299385,13.000724746992304,Deggendorf
D09272,48.82688014225096,13.513273941130455,Freyung-Grafenau
D09273,48.824935443609846,11.857453945100193,Kelheim
D09274,48.55775684358148,12.195385982112837,Landshut
D09275,48.5586572283646,13.366622553955679,Passau
D09276,49.022803368032825,13.099747923929927,Regen
D09277,48.42452632160388,12.867349243565734,Rottal-Inn
D09278,48.89969245744243,12.58240993558064,Straubing-Bogen
D09279,48.64116141325953,12.610476555759675,Dingolfing-Landau
D09361,49.45092358996632,11.845350211874475,Amberg
D09362,49.013068685291614,12.113737338003185,Regensburg
D09363,49.66923304079218,12.154517389582525,Weiden i.d. OPf.
D09371,49.48675761488007,11.800950076606698,Amberg-Sulzbach
D09372,49.23717067301422,12.697109380636439,Cham
D09373,49.2159488554497,11.566556641291909,Neumarkt i.d. OPf.
D09374,49.686583692945035,12.098270397221082,Neustadt a.d. Waldnaab
D09375,49.02134383036048,12.121217809518061,Regensburg
D09376,49.367226308099575,12.25367429081921,Schwandorf
D09377,49.89937963963502,12.200385693833644,Tirschenreuth
D09461,49.8872292668684,10.898923775528953,Bamberg
D09462,49.93774341678309,11.584672448889835,Bayreuth
D09463,50.26396670417332,10.964434073706222,Coburg
D09464,50.3107869686252,11.897276264936874,Hof
D09471,49.893431335763395,10.883668367788827,Bamberg
D09472,49.8837544601454,11.555167123214936,Bayreuth
D09473,50.267913769775525,10.942354900476891,Coburg
D09474,49.72098902270156,11.17311660813926,Forchheim
D09475,50.27321303171553,11.819190815476839,Hof
D09476,50.327959473036366,11.372048153357438,Kronach
D09477,50.102644940995646,11.482322246235642,Kulmbach
D09478,50.109324422971675,11.116950017455027,Lichtenfels
D09479,50.09013525195214,12.041846280037785,Wunsiedel i. Fichtelgebirge
D09561,49.29219794309291,10.56369101903308,Ansbach
D09562,49.582330859146325,10.97814539771188,Erlangen
D09563,49.49141955362185,10.965486660885494,Fuerth
D09564,49.43639582289993,11.079281006357196,Nuernberg
D09565,49.34292938264979,11.042696024056802,Schwabach
D09571,49.24816597974908,10.46812769970538,Ansbach
D09572,49.64004045501084,10.91485965787283,Erlangen-Hoechstadt
D09573,49.44668145512229,10.849691404071384,Fuerth
D09574,49.491887890361966,11.369405237093856,Nuernberger Land
D09575,49.56948072277691,10.46528365872756,Neustadt a.d. Aisch-Bad Windsheim
D09576,49.20291718057003,11.12355906579909,Roth
D09577,49.032681166652786,10.893693534872833,Weissenburg-Gunzenhausen
D09661,49.96385576064002,9.145814219741386,Aschaffenburg
D09662,50.047013210308855,10.220901415144905,Schweinfurt
D09663,49.784655685849245,9.940896038048844,Wuerzburg
D09671,50.008086412418464,9.238043815826652,Aschaffenburg
D09672,50.222527674682496,9.964713845293874,Bad Kissingen
D09673,50.37131626892447,10.254920417024682,Rhoen-Grabfeld
D09674,50.0628876808331,10.607008192769241,Hassberge
D09675,49.75322334493423,10.256066717536738,Kitzingen
D09676,49.75729010409645,9.234717876715216,Miltenberg
D09677,49.993585507560006,9.662689123609283,Main-Spessart
D09678,50.016895020883204,10.25995515597938,Schweinfurt
D09679,49.737649715469246,9.92736881919448,Wuerzburg
D09761,48.34556438216305,10.885508838692195,Augsburg
D09762,47.879931763718794,10.616100673381831,Kaufbeuren
D09763,47.7381842115193,10.308118522049512,Kempten (Allgaeu)
D09764,47.978781344589535,10.163019146766036,Memmingen
D09771,48.42755313872246,11.052758600163742,Aichach-Friedberg
D09772,48.354295380695135,10.732089891882216,Augsburg
D09773,48.596423666586645,10.527791549299687,Dillingen a.d. Donau
D09774,48.352834167687206,10.381117520335508,Guenzburg
D09775,48.29822946451011,10.141156967261274,Neu-Ulm
D09776,47.60513710648591,9.882801029427368,Lindau (Bodensee)
D09777,47.769959370206614,10.639688234301788,Ostallgaeu
D09778,48.03981619196665,10.389232942383908,Unterallgaeu
D09779,48.806926768069715,10.712357070101284,Donau-Ries
D09780,47.57270331755206,10.258615912348624,Oberallgaeu
D10041,49.25139412459346,6.9573239827471784,Saarbruecken
D10042,49.49576748954383,6.68049731682054,Merzig-Wadern
D10043,49.3757097960258,7.117186757484506,Neunkirchen
D10044,49.35533151408772,6.775524378906827,Saarlouis
D10045,49.24872085792005,7.242247665898689,Saarpfalz-Kreis
D10046,49.51957322220273,7.100433365422214,St. Wendel
D11000,52.501530330929356,13.401850797949374,Berlin
D12051,52.40272552190857,12.51932948366884,Brandenburg an der Havel
D12052,51.77268998084117,14.366280058368659,Cottbus
D12053,52.324763054517504,14.490326124829936,Frankfurt (Oder)
D12054,52.42620397488845,13.028432635479033,Potsdam
D12060,52.82322147884882,13.703646932687635,Barnim
D12061,52.04229886128628,13.819969577420665,Dahme-Spreewald
D12062,51.61231628216712,13.459471788433225,Elbe-Elster
D12063,52.62085089483092,12.62835914158859,Havelland
D12064,52.60674209523675,14.146445222274108,Maerkisch-Oderland
D12065,52.90688101322264,13.205241058544026,Oberhavel
D12066,51.61634379088297,13.94361479286666,Oberspreewald-Lausitz
D12067,52.24402087237382,14.21901397668933,Oder-Spree
D12068,52.99144334866645,12.63592166525315,Ostprignitz-Ruppin
D12069,52.24626794885405,12.689059561684468,Potsdam-Mittelmark
D12070,53.10930814368211,11.961942648882241,Prignitz
D12071,51.75857950203703,14.433135589608048,Spree-Neisse
D12072,52.07318534020747,13.27596797253294,Teltow-Flaeming
D12073,53.20588909145545,13.861253717836835,Uckermark
D13001,54.098188634791725,13.454054339042045,Greifswald
D13002,53.541580690752276,13.248887760323875,Neubrandenburg
D13003,54.143370804227025,12.110093472176366,Rostock
D13004,53.62152404484529,11.416586776885948,Schwerin
D13005,54.30962826128298,13.11212648559168,Stralsund
D13006,53.89831911391792,11.463007637723274,Wismar
D13051,54.05052996452743,12.079036056953608,Bad Doberan
D13052,53.79723436222,13.042128623665707,Demmin
D13053,53.81988540498868,12.31547413832688,Guestrow
D13054,53.378344910999175,11.228764007176249,Ludwigslust
D13055,53.44206328110078,13.284624447958665,Mecklenburg-Strelitz
D13056,53.460491631479826,12.64517663325238,Mueritz
D13057,54.29840861181272,12.416665553687908,Nordvorpommern
D13058,53.97391847590585,11.2521385652352,Nordwestmecklenburg
D13059,53.9376890140021,13.667232593412702,Ostvorpommern
D13060,53.5306538341172,11.877547661614704,Parchim
D13061,54.489721626116896,13.429272490852131,Ruegen
D13062,53.774290690613796,14.12407570193373,Uecker-Randow
D14511,50.82633986681696,12.911792449632086,Chemnitz
D14521,50.608899137466146,12.94506018894374,Erzgebirgskreis
D14522,50.95585310417504,13.137467393634813,Mittelsachsen
D14523,50.45678371576357,12.235003312575815,Vogtlandkreis
D14524,50.75079030149749,12.525840719281778,Zwickau
D14612,51.06644125980196,13.783456637966411,Dresden
D14625,51.26896016973458,14.230996010698604,Bautzen
D14626,51.22562186799273,14.750801269177316,Goerlitz
D14627,51.23940562132175,13.482934231754552,Meissen
D14628,50.916719629298726,13.873440841844726,Saechsische Schweiz-Osterzgebirge
D14713,51.34217383001765,12.374768846734936,Leipzig
D14729,51.2214385025037,12.599445284246185,Leipzig
D14730,51.47291631679817,12.779156721470224,Nordsachsen
D15001,51.853783402182295,12.230998236026965,Dessau-Rosslau
D15002,51.47979576313817,11.968502294619055,Halle (Saale)
D15003,52.1165197963626,11.641390215929384,Magdeburg
D15081,52.6800895279869,11.22705527916738,Altmarkkreis Salzwedel
D15082,51.79550013367169,12.14308829981504,Anhalt-Bitterfeld
D15083,52.220579586625206,11.347780020851042,Boerde
D15084,51.147216951685934,11.883422255838568,Burgenlandkreis
D15085,51.821244702798566,10.958458762994196,Harz
D15086,52.26078521265158,12.02648103033775,Jerichower Land
D15087,51.535739927758904,11.356283656705386,Mansfeld-Suedharz
D15088,51.425652819736406,11.865410762508814,Saalekreis
D15089,51.85177104853175,11.64278702649674,Salzlandkreis
D15090,52.69673613763182,11.839505569591253,Stendal
D15091,51.820146397289065,12.701525004673467,Wittenberg
D16051,50.9831002991611,11.020322642075062,Erfurt
D16052,50.89400480673852,12.082713256310658,Gera
D16053,50.92425728564434,11.587026088852522,Jena
D16054,50.61161861930199,10.688159196801687,Suhl
D16055,50.97834752292482,11.317873770191474,Weimar
D16056,50.98967367470339,10.300119657227746,Eisenach
D16061,51.38361258629943,10.253473417756997,Eichsfeld
D16062,51.502164588639296,10.730804175745547,Nordhausen
D16063,50.88584747458403,10.210807679413193,Wartburgkreis
D16064,51.185239015859366,10.551857843951154,Unstrut-Hainich-Kreis
D16065,51.324786801411584,10.984892362607159,Kyffhaeuserkreis
D16066,50.63069030965917,10.405062363712243,Schmalkalden-Meiningen
D16067,50.91066088429664,10.69375500791968,Gotha
D16068,51.157810741756755,11.154772680963905,Soemmerda
D16069,50.43402437935021,10.734110126061568,Hildburghausen
D16070,50.73783795211417,10.966302805726757,Ilm-Kreis
D16071,50.97157080801404,11.373551627875102,Weimarer Land
D16072,50.414632984597006,11.132954018526792,Sonneberg
D16073,50.63780216693984,11.309102827793824,Saalfeld-Rudolstadt
D16074,50.90417185068445,11.731531541919095,Saale-Holzland-Kreis
D16075,50.58084792142642,11.710572648017072,Saale-Orla-Kreis
D16076,50.748452938867295,12.074102703177259,Greiz
D16077,50.956423872526514,12.399020609390988,Altenburger Land
